prov_id,cons_id,mp_app_id,mp_app_vote,mp_app_vote_percent,mp_app_rank,party_id,mp_app_name,mp_app_no,mp_app_party_id,party_id_ref,party_name,color,party_no,province
BKK,BKK_18,BKK_18_14,217,0.29703,14,184.0,นายณรงค์ชัย อิสริยไชย,14,184.0,184.0,ปวงชนไทย,#283a96,23.0,กรุงเทพมหานคร
BKK,BKK_18,BKK_18_17,189,0.2587,15,258.0,นางสาวสมพิศ ภูมิงาม,17,258.0,258.0,เพื่อบ้านเมือง,#ffff00,56.0,กรุงเทพมหานคร
BKK,BKK_18,BKK_18_13,188,0.25733,16,218.0,นายวิญญู อำนวยสมบัติ,13,218.0,218.0,กล้าธรรม,#55CF6A,42.0,กรุงเทพมหานคร
BKK,BKK_18,BKK_18_18,180,0.24638,17,241.0,นางสาววรัญญา แอนดาริส,18,241.0,241.0,โอกาสใหม่,#c21b06,44.0,กรุงเทพมหานคร
BKK,BKK_18,BKK_18_12,154,0.21079,18,249.0,นางสาวพวงประกา ชมภูทอง,12,249.0,249.0,พร้อม,#f90508,51.0,กรุงเทพมหานคร
BKK,BKK_19,BKK_19_6,38566,45.9902,1,129.0,นายกันต์พงษ์ ประยูรศักดิ์,6,129.0,129.0,ประชาชน,#fd6512,46.0,กรุงเทพมหานคร
BKK,BKK_19,BKK_19_9,16377,19.52968,2,63.0,นางสาวกาญจนา ภวัครานนท์,9,63.0,63.0,ภูมิใจไทย,#0c149c,37.0,กรุงเทพมหานคร
BKK,BKK_19,BKK_19_1,12333,14.70718,3,34.0,นางสาวขวัญจิรา มีนชัยนันท์,1,34.0,34.0,เพื่อไทย,#da3731,9.0,กรุงเทพมหานคร
BKK,BKK_19,BKK_19_11,9287,11.07481,4,1.0,นางสาวกานต์ วนาดรวรวิศาล,11,1.0,1.0,ประชาธิปัตย์,#06aff3,27.0,กรุงเทพมหานคร
BKK,BKK_19,BKK_19_5,2202,2.6259,5,229.0,นายภูเบศ โพธิ์โซ๊ะ,5,229.0,229.0,รวมไทยสร้างชาติ,#020C54,6.0,กรุงเทพมหานคร
BKK,BKK_19,BKK_19_10,1461,1.74225,6,173.0,นายนิยม ทรัพย์สิรินาวิน,10,173.0,173.0,เศรษฐกิจ,#f7c036,11.0,กรุงเทพมหานคร
BKK,BKK_19,BKK_19_2,828,0.9874,7,227.0,นายวรวิทย์ พงษ์ประเทศ,2,227.0,227.0,ไทยสร้างไทย,#003dff,48.0,กรุงเทพมหานคร
BKK,BKK_19,BKK_19_4,719,0.85741,8,218.0,นายจิรัฏฐ์ เชาว์อริยรัฐ,4,218.0,218.0,กล้าธรรม,#55CF6A,42.0,กรุงเทพมหานคร
BKK,BKK_19,BKK_19_3,522,0.62249,9,133.0,นายสมัย ภูมรินทร,3,133.0,133.0,ไทยก้าวใหม่,#f4ec53,49.0,กรุงเทพมหานคร
BKK,BKK_19,BKK_19_7,497,0.59268,10,184.0,นายศรศักดิ์ สวนแก้ว,7,184.0,184.0,ปวงชนไทย,#283a96,23.0,กรุงเทพมหานคร
BKK,BKK_19,BKK_19_13,311,0.37087,11,217.0,นายเอนก มนัสซง,13,217.0,217.0,พลวัต,#58bc38,7.0,กรุงเทพมหานคร
BKK,BKK_19,BKK_19_8,299,0.35656,12,241.0,นายปิยะชาติ อำนวยเวช,8,241.0,241.0,โอกาสใหม่,#c21b06,44.0,กรุงเทพมหานคร
BKK,BKK_19,BKK_19_12,251,0.29932,13,91.0,นางสาวสุธิดารา สาสาย,12,91.0,91.0,รักชาติ,#00695a,35.0,กรุงเทพมหานคร
BKK,BKK_19,BKK_19_14,204,0.24327,14,170.0,นายบวรวิช รักไทย,14,170.0,170.0,ทางเลือกใหม่,#026aec,10.0,กรุงเทพมหานคร
BKK,BKK_20,BKK_20_7,31037,41.93453,1,129.0,นายชุมพล หลักคำ,7,129.0,129.0,ประชาชน,#fd6512,46.0,กรุงเทพมหานคร
BKK,BKK_20,BKK_20_11,25374,34.28317,2,34.0,นางสาวธีรรัตน์ สำเร็จวาณิชย์,11,34.0,34.0,เพื่อไทย,#da3731,9.0,กรุงเทพมหานคร
BKK,BKK_20,BKK_20_2,6985,9.43753,3,63.0,นายธนะสิทธิ์ เมธพันธ์เมือง,2,63.0,63.0,ภูมิใจไทย,#0c149c,37.0,กรุงเทพมหานคร
BKK,BKK_20,BKK_20_13,3712,5.01534,4,1.0,นายรัฐศักดิ์ สุขยิ่ง,13,1.0,1.0,ประชาธิปัตย์,#06aff3,27.0,กรุงเทพมหานคร
BKK,BKK_20,BKK_20_9,1360,1.83752,5,241.0,นายหวังจันทร์ ยิ้มวิไล,9,241.0,241.0,โอกาสใหม่,#c21b06,44.0,กรุงเทพมหานคร
BKK,BKK_20,BKK_20_12,1131,1.52811,6,229.0,นายวีรภัทร์ พันธุ์หาญ,12,229.0,229.0,รวมไทยสร้างชาติ,#020C54,6.0,กรุงเทพมหานคร
BKK,BKK_20,BKK_20_14,1127,1.52271,7,173.0,นายจตุพล ยอดวงค์พะเนา,14,173.0,173.0,เศรษฐกิจ,#f7c036,11.0,กรุงเทพมหานคร
BKK,BKK_20,BKK_20_1,1009,1.36327,8,133.0,นายพงศ์ปณตพล รักสกุลกานต์,1,133.0,133.0,ไทยก้าวใหม่,#f4ec53,49.0,กรุงเทพมหานคร
BKK,BKK_20,BKK_20_6,927,1.25248,9,227.0,ว่าที่ร้อยตรีหญิงนุชนาฏ หุ่นอยู่,6,227.0,227.0,ไทยสร้างไทย,#003dff,48.0,กรุงเทพมหานคร
BKK,BKK_20,BKK_20_5,384,0.51883,10,217.0,นายวรชัย สมบัติเจริญกิจ,5,217.0,217.0,พลวัต,#58bc38,7.0,กรุงเทพมหานคร
BKK,BKK_20,BKK_20_10,270,0.3648,11,218.0,นายปิยะพล เหมันต์,10,218.0,218.0,กล้าธรรม,#55CF6A,42.0,กรุงเทพมหานคร
BKK,BKK_20,BKK_20_4,258,0.34859,12,184.0,นางเขมจิรา พชรจรวยพร,4,184.0,184.0,ปวงชนไทย,#283a96,23.0,กรุงเทพมหานคร
BKK,BKK_20,BKK_20_8,256,0.34589,13,249.0,นายพิชชา ขำสุวรรณ,8,249.0,249.0,พร้อม,#f90508,51.0,กรุงเทพมหานคร
BKK,BKK_20,BKK_20_3,183,0.24725,14,192.0,นายวันชัย รัตนขจรไชย,3,192.0,192.0,พลังประชารัฐ,#1f68dd,43.0,กรุงเทพมหานคร
BKK,BKK_21,BKK_21_8,41256,49.69225,1,129.0,นายณัฐพงศ์ เปรมพูลสวัสดิ์,8,129.0,129.0,ประชาชน,#fd6512,46.0,กรุงเทพมหานคร
BKK,BKK_21,BKK_21_14,19685,23.7103,2,1.0,นายกิตพล เชิดชูกิจกุล,14,1.0,1.0,ประชาธิปัตย์,#06aff3,27.0,กรุงเทพมหานคร
BKK,BKK_21,BKK_21_4,9670,11.64737,3,63.0,นายทวนชัย นิยมชาติ,4,63.0,63.0,ภูมิใจไทย,#0c149c,37.0,กรุงเทพมหานคร
BKK,BKK_21,BKK_21_7,5569,6.70778,4,34.0,นางสาวชนิดาภา สงวนพวก,7,34.0,34.0,เพื่อไทย,#da3731,9.0,กรุงเทพมหานคร
BKK,BKK_21,BKK_21_1,1157,1.39359,5,173.0,นายสุรเชษฐ์ สีงาม,1,173.0,173.0,เศรษฐกิจ,#f7c036,11.0,กรุงเทพมหานคร
BKK,BKK_21,BKK_21_6,1065,1.28278,6,91.0,นายภูมิ สวัสดี,6,91.0,91.0,รักชาติ,#00695a,35.0,กรุงเทพมหานคร
BKK,BKK_21,BKK_21_10,1041,1.25387,7,229.0,นางสุภาวดี บางใหญ่,10,229.0,229.0,รวมไทยสร้างชาติ,#020C54,6.0,กรุงเทพมหานคร
BKK,BKK_21,BKK_21_9,954,1.14908,8,218.0,นางสาวมินทร์ชิสา มณีนนทเศรษฐ์,9,218.0,218.0,กล้าธรรม,#55CF6A,42.0,กรุงเทพมหานคร
BKK,BKK_21,BKK_21_11,749,0.90216,9,234.0,นายพีรพัฒน์ สุทัศนทรวง,11,234.0,234.0,ไทยภักดี,#CBBA01,29.0,กรุงเทพมหานคร
BKK,BKK_21,BKK_21_3,564,0.67933,10,133.0,นายเตวิช เฉลิมรักษ์,3,133.0,133.0,ไทยก้าวใหม่,#f4ec53,49.0,กรุงเทพมหานคร
BKK,BKK_21,BKK_21_15,442,0.53238,11,227.0,ว่าที่ร้อยเอกวีรพล วงษ์มะเซาะ,15,227.0,227.0,ไทยสร้างไทย,#003dff,48.0,กรุงเทพมหานคร
BKK,BKK_21,BKK_21_5,265,0.31919,12,217.0,นายณัทพัช อัคฮาด,5,217.0,217.0,พลวัต,#58bc38,7.0,กรุงเทพมหานคร
BKK,BKK_21,BKK_21_12,245,0.2951,13,56.0,นายเวโรฒ มาตยศิริ,12,56.0,56.0,อนาคตไทย,#cd1604,15.0,กรุงเทพมหานคร
BKK,BKK_21,BKK_21_13,197,0.23728,14,184.0,นายเกรียงไกร สาลีผล,13,184.0,184.0,ปวงชนไทย,#283a96,23.0,กรุงเทพมหานคร
BKK,BKK_21,BKK_21_2,164,0.19754,15,241.0,นายวรวุธ ลีลานภาศักดิ์,2,241.0,241.0,โอกาสใหม่,#c21b06,44.0,กรุงเทพมหานคร
BKK,BKK_22,BKK_22_6,39831,49.24216,1,129.0,นายสุภกร ตันติไพบูลย์ธนะ,6,129.0,129.0,ประชาชน,#fd6512,46.0,กรุงเทพมหานคร
BKK,BKK_22,BKK_22_8,16643,20.57536,2,63.0,นายพงศ์พล ยอดเมืองเจริญ,8,63.0,63.0,ภูมิใจไทย,#0c149c,37.0,กรุงเทพมหานคร
BKK,BKK_22,BKK_22_5,8843,10.9324,3,1.0,นายปรินต์ ทองปุสสะ,5,1.0,1.0,ประชาธิปัตย์,#06aff3,27.0,กรุงเทพมหานคร
BKK,BKK_22,BKK_22_7,6641,8.21012,4,34.0,นายธกร เลาหพงศ์ชนะ,7,34.0,34.0,เพื่อไทย,#da3731,9.0,กรุงเทพมหานคร
BKK,BKK_22,BKK_22_11,2778,3.43438,5,192.0,ร.ต.ต.มณฑล โพธิ์คาย,11,192.0,192.0,พลังประชารัฐ,#1f68dd,43.0,กรุงเทพมหานคร
BKK,BKK_22,BKK_22_3,1596,1.9731,6,229.0,นายพงศ์ไพศาล มะลูลีม,3,229.0,229.0,รวมไทยสร้างชาติ,#020C54,6.0,กรุงเทพมหานคร
BKK,BKK_22,BKK_22_9,1386,1.71348,7,133.0,นายกัณฑ์ชาติ มนต์กันภัย,9,133.0,133.0,ไทยก้าวใหม่,#f4ec53,49.0,กรุงเทพมหานคร
BKK,BKK_22,BKK_22_12,1071,1.32405,8,173.0,นายวิรัล ทองเมืองหลวง,12,173.0,173.0,เศรษฐกิจ,#f7c036,11.0,กรุงเทพมหานคร
BKK,BKK_22,BKK_22_1,749,0.92597,9,227.0,นายอรรถเวช กองนักวงษ์,1,227.0,227.0,ไทยสร้างไทย,#003dff,48.0,กรุงเทพมหานคร
BKK,BKK_22,BKK_22_4,403,0.49822,10,217.0,นายปรนัยน์ นพการุญ,4,217.0,217.0,พลวัต,#58bc38,7.0,กรุงเทพมหานคร
BKK,BKK_22,BKK_22_2,339,0.4191,11,184.0,นายอธิป เพศยนาวิน,2,184.0,184.0,ปวงชนไทย,#283a96,23.0,กรุงเทพมหานคร
BKK,BKK_22,BKK_22_10,240,0.29671,12,218.0,นายชณทัต รินน์นพคุณ,10,218.0,218.0,กล้าธรรม,#55CF6A,42.0,กรุงเทพมหานคร
BKK,BKK_22,BKK_22_14,192,0.23737,13,211.0,นายวราทิตย์ ตะโกจีน,14,211.0,211.0,วิชชั่นใหม่,#fb0102,24.0,กรุงเทพมหานคร
BKK,BKK_22,BKK_22_13,176,0.21758,14,241.0,นายปรีชา เอี่ยมอ่อน,13,241.0,241.0,โอกาสใหม่,#c21b06,44.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_15,44381,49.76229,1,129.0,นายชลธาร ทรัพย์ไพบูลย์เลิศ,15,129.0,129.0,ประชาชน,#fd6512,46.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_1,16632,18.64867,2,63.0,นางสกุลรัตน์ ทิพย์วรรณงาม,1,63.0,63.0,ภูมิใจไทย,#0c149c,37.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_17,10222,11.46144,3,1.0,นางสาววีร์ ศรีวราธนบูลย์,17,1.0,1.0,ประชาธิปัตย์,#06aff3,27.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_11,8808,9.87599,4,34.0,นายกวีวงศ์ อยู่วิจิตร,11,34.0,34.0,เพื่อไทย,#da3731,9.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_12,1793,2.01041,5,229.0,นางสาวอัยรดา บำรุงรักษ์,12,229.0,229.0,รวมไทยสร้างชาติ,#020C54,6.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_9,1555,1.74355,6,192.0,นายวัฒนา เซ่งไพเราะ,9,192.0,192.0,พลังประชารัฐ,#1f68dd,43.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_14,1431,1.60451,7,173.0,นายพิริยะ อุไรวงค์,14,173.0,173.0,เศรษฐกิจ,#f7c036,11.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_6,954,1.06967,8,227.0,นายภูวพัฒน์ ชนะสกล,6,227.0,227.0,ไทยสร้างไทย,#003dff,48.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_7,711,0.79721,9,133.0,นายภาวุฒิ จุณณานนท์,7,133.0,133.0,ไทยก้าวใหม่,#f4ec53,49.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_18,538,0.60323,10,234.0,นายวรเมธ หวลหอม,18,234.0,234.0,ไทยภักดี,#CBBA01,29.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_16,440,0.49335,11,109.0,นายสุรเกียรติ์ มณีแผลงเจริญชัย,16,109.0,109.0,ประชาธิปไตยใหม่,#eb4138,8.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_4,311,0.34871,12,218.0,นางสาวณัฐธนินทร์ เลิศเตชะสกุล,4,218.0,218.0,กล้าธรรม,#55CF6A,42.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_5,294,0.32965,13,56.0,นายอนุวัตร เมืองมัจฉา,5,56.0,56.0,อนาคตไทย,#cd1604,15.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_13,279,0.31283,14,91.0,นายเมธี ใบโสภณ,13,91.0,91.0,รักชาติ,#00695a,35.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_8,276,0.30947,15,217.0,นายกิตติธัช อยู่ดี,8,217.0,217.0,พลวัต,#58bc38,7.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_2,193,0.2164,16,184.0,นายพนิต นะวิโรจน์,2,184.0,184.0,ปวงชนไทย,#283a96,23.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_10,192,0.21528,17,211.0,นายฐิติ วิรทัศนุสรณ์,10,211.0,211.0,วิชชั่นใหม่,#fb0102,24.0,กรุงเทพมหานคร
BKK,BKK_23,BKK_23_3,176,0.19734,18,241.0,นายสมัย โกกเจริญพงศ์,3,241.0,241.0,โอกาสใหม่,#c21b06,44.0,กรุงเทพมหานคร
BKK,BKK_24,BKK_24_6,43857,51.98113,1,129.0,นายณพัฎน์ จิตตภินันท์กัณตา,6,129.0,129.0,ประชาชน,#fd6512,46.0,กรุงเทพมหานคร
BKK,BKK_24,BKK_24_5,14391,17.05681,2,63.0,นางสาวเจณิสตา เตชะโสภณมณี,5,63.0,63.0,ภูมิใจไทย,#0c149c,37.0,กรุงเทพมหานคร
BKK,BKK_24,BKK_24_7,12580,14.91034,3,1.0,นางสาวมารีญา ฤกษ์ดี,7,1.0,1.0,ประชาธิปัตย์,#06aff3,27.0,กรุงเทพมหานคร
BKK,BKK_24,BKK_24_4,6074,7.19916,4,34.0,นายวิชญ์วิสิษ โชติกิจพิศาล,4,34.0,34.0,เพื่อไทย,#da3731,9.0,กรุงเทพมหานคร
BKK,BKK_24,BKK_24_9,2393,2.83628,5,173.0,นายกฤษติศักดิ์ พูลสวัสดิ์,9,173.0,173.0,เศรษฐกิจ,#f7c036,11.0,กรุงเทพมหานคร
BKK,BKK_24,BKK_24_8,1659,1.96632,6,229.0,นายรัชชานนท์ สมบัติลาภตระกูล,8,229.0,229.0,รวมไทยสร้างชาติ,#020C54,6.0,กรุงเทพมหานคร
BKK,BKK_24,BKK_24_11,951,1.12716,7,133.0,นายทรงวุฒิ จันทร์อำนวยโชค,11,133.0,133.0,ไทยก้าวใหม่,#f4ec53,49.0,กรุงเทพมหานคร
BKK,BKK_24,BKK_24_10,767,0.90908,8,227.0,นางสาวสุภาภรณ์ ไชยโคตร,10,227.0,227.0,ไทยสร้างไทย,#003dff,48.0,กรุงเทพมหานคร
BKK,BKK_24,BKK_24_2,499,0.59144,9,218.0,นายพงศพัศ กตคุณวิสิทธิ์,2,218.0,218.0,กล้าธรรม,#55CF6A,42.0,กรุงเทพมหานคร
BKK,BKK_24,BKK_24_1,470,0.55706,10,241.0,นางสาวปภาดา ถาวรเศรษฐ,1,241.0,241.0,โอกาสใหม่,#c21b06,44.0,กรุงเทพมหานคร
BKK,BKK_24,BKK_24_3,271,0.3212,11,184.0,ร้อยตำรวจเอกจักรกฤช ปิ่นกร,3,184.0,184.0,ปวงชนไทย,#283a96,23.0,กรุงเทพมหานคร
BKK,BKK_24,BKK_24_12,261,0.30935,12,109.0,นายวิษณุ ทิพย์วงศ์,12,109.0,109.0,ประชาธิปไตยใหม่,#eb4138,8.0,กรุงเทพมหานคร
BKK,BKK_24,BKK_24_13,198,0.23468,13,170.0,นายชาญวิทย์ อุทัยแสน,13,170.0,170.0,ทางเลือกใหม่,#026aec,10.0,กรุงเทพมหานคร
BKK,BKK_25,BKK_25_7,33581,43.44805,1,129.0,นางสาวแอนศิริ วลัยกนก,7,129.0,129.0,ประชาชน,#fd6512,46.0,กรุงเทพมหานคร
BKK,BKK_25,BKK_25_4,20596,26.64769,2,34.0,นายกิตติพล รวยฟูพันธ์,4,34.0,34.0,เพื่อไทย,#da3731,9.0,กรุงเทพมหานคร
BKK,BKK_25,BKK_25_3,9698,12.54755,3,63.0,นายเจริญศักดิ์ มณีรัตนสุบรรณ,3,63.0,63.0,ภูมิใจไทย,#0c149c,37.0,กรุงเทพมหานคร
BKK,BKK_25,BKK_25_2,6459,8.35684,4,1.0,นายชยิน พึ่งสาย,2,1.0,1.0,ประชาธิปัตย์,#06aff3,27.0,กรุงเทพมหานคร
BKK,BKK_25,BKK_25_12,2285,2.9564,5,229.0,นางสาวปราณี ธรรมนิยม,12,229.0,229.0,รวมไทยสร้างชาติ,#020C54,6.0,กรุงเทพมหานคร
BKK,BKK_25,BKK_25_1,1185,1.53319,6,173.0,นางสาวทัสนันทน์ สิริเลิศเมฆาสกุล,1,173.0,173.0,เศรษฐกิจ,#f7c036,11.0,กรุงเทพมหานคร
BKK,BKK_25,BKK_25_9,924,1.1955,7,217.0,นางสาวญาตาวี เซ็นเชาวนิช,9,217.0,217.0,พลวัต,#58bc38,7.0,กรุงเทพมหานคร
BKK,BKK_25,BKK_25_6,622,0.80476,8,192.0,นายธรรมนูญ เหียบขุนทด,6,192.0,192.0,พลังประชารัฐ,#1f68dd,43.0,กรุงเทพมหานคร
BKK,BKK_25,BKK_25_5,519,0.6715,9,227.0,นายอมรศักดิ์ สินเหลือ,5,227.0,227.0,ไทยสร้างไทย,#003dff,48.0,กรุงเทพมหานคร
BKK,BKK_25,BKK_25_11,392,0.50718,10,56.0,นายวิชิต วราศิริกุล,11,56.0,56.0,อนาคตไทย,#cd1604,15.0,กรุงเทพมหานคร
BKK,BKK_25,BKK_25_13,383,0.49554,11,133.0,นางสาวเนตรสกาว ชาหอม,13,133.0,133.0,ไทยก้าวใหม่,#f4ec53,49.0,กรุงเทพมหานคร
BKK,BKK_25,BKK_25_8,331,0.42826,12,218.0,นายณัฐดนัย หลำแสงกุล,8,218.0,218.0,กล้าธรรม,#55CF6A,42.0,กรุงเทพมหานคร
BKK,BKK_25,BKK_25_10,165,0.21348,13,241.0,นายบุญรุ่ง เต๋งจงดี,10,241.0,241.0,โอกาสใหม่,#c21b06,44.0,กรุงเทพมหานคร
BKK,BKK_25,BKK_25_14,150,0.19407,14,211.0,นายเดชพนต์ ชลธาร,14,211.0,211.0,วิชชั่นใหม่,#fb0102,24.0,กรุงเทพมหานคร
BKK,BKK_26,BKK_26_1,40407,48.75656,1,129.0,นายพงษ์สรณัฐ ทองลี,1,129.0,129.0,ประชาชน,#fd6512,46.0,กรุงเทพมหานคร
BKK,BKK_26,BKK_26_7,15641,18.873,2,34.0,นายศรัณยสัณฑ์ วีรกุลสุนทร,7,34.0,34.0,เพื่อไทย,#da3731,9.0,กรุงเทพมหานคร
BKK,BKK_26,BKK_26_10,10765,12.98944,3,63.0,นายโชติพิพัฒน์ เตชะโสภณมณี,10,63.0,63.0,ภูมิใจไทย,#0c149c,37.0,กรุงเทพมหานคร
BKK,BKK_26,BKK_26_6,7771,9.37677,4,1.0,นายสาโรจน์ ซึ้งไพศาลกุล,6,1.0,1.0,ประชาธิปัตย์,#06aff3,27.0,กรุงเทพมหานคร
BKK,BKK_26,BKK_26_4,2297,2.77164,5,227.0,นายธวัชชัย ทองสิมา,4,227.0,227.0,ไทยสร้างไทย,#003dff,48.0,กรุงเทพมหานคร
BKK,BKK_26,BKK_26_5,1428,1.72308,6,229.0,นายชัยณรงค์ ธีรการุณวงศ์,5,229.0,229.0,รวมไทยสร้างชาติ,#020C54,6.0,กรุงเทพมหานคร
BKK,BKK_26,BKK_26_11,1314,1.58552,7,173.0,พลตรีสุชิน บุญญานันต์,11,173.0,173.0,เศรษฐกิจ,#f7c036,11.0,กรุงเทพมหานคร
BKK,BKK_26,BKK_26_9,1266,1.5276,8,218.0,นายเสฐียรพงษ์ สำแดงสุข,9,218.0,218.0,กล้าธรรม,#55CF6A,42.0,กรุงเทพมหานคร
BKK,BKK_26,BKK_26_8,756,0.91222,9,133.0,นายวิเชียร กันทาทรัพย์,8,133.0,133.0,ไทยก้าวใหม่,#f4ec53,49.0,กรุงเทพมหานคร
BKK,BKK_26,BKK_26_2,438,0.52851,10,184.0,นางสดใส โอมหานนท์,2,184.0,184.0,ปวงชนไทย,#283a96,23.0,กรุงเทพมหานคร
BKK,BKK_26,BKK_26_3,366,0.44163,11,217.0,นางสาวนิศาชล ชาหอม,3,217.0,217.0,พลวัต,#58bc38,7.0,กรุงเทพมหานคร
BKK,BKK_26,BKK_26_12,203,0.24495,12,109.0,นางภัควรินทร์ อติธัญญารัศมิ์,12,109.0,109.0,ประชาธิปไตยใหม่,#eb4138,8.0,กรุงเทพมหานคร
BKK,BKK_26,BKK_26_14,113,0.13635,13,241.0,นายณัฐกร มั่นจิตต์,14,241.0,241.0,โอกาสใหม่,#c21b06,44.0,กรุงเทพมหานคร
BKK,BKK_26,BKK_26_13,110,0.13273,14,235.0,นางธัญยรัตน์ วโรอัครวัฒน์,13,235.0,235.0,ไทยพิทักษ์ธรรม,#15308c,53.0,กรุงเทพมหานคร
BKK,BKK_27,BKK_27_7,40639,47.54712,1,129.0,นายนฤพล เลิศปัญญาโรจน์,7,129.0,129.0,ประชาชน,#fd6512,46.0,กรุงเทพมหานคร
BKK,BKK_27,BKK_27_1,25765,30.14473,2,34.0,นายสากล ม่วงศิริ,1,34.0,34.0,เพื่อไทย,#da3731,9.0,กรุงเทพมหานคร
BKK,BKK_27,BKK_27_2,7007,8.1981,3,1.0,นางสาวมลฑาทิพย์ ทิพยธนาพัฒน์,2,1.0,1.0,ประชาธิปัตย์,#06aff3,27.0,กรุงเทพมหานคร
BKK,BKK_27,BKK_27_5,6189,7.24105,4,63.0,นายศิลปชัย บุญราย,5,63.0,63.0,ภูมิใจไทย,#0c149c,37.0,กรุงเทพมหานคร
BKK,BKK_27,BKK_27_9,2082,2.43591,5,229.0,นายทรงยศ บุญบำรุงชัย,9,229.0,229.0,รวมไทยสร้างชาติ,#020C54,6.0,กรุงเทพมหานคร
BKK,BKK_27,BKK_27_11,1337,1.56427,6,173.0,นายกัณน์พัฒศ์ ศักดิ์ธนบดี,11,173.0,173.0,เศรษฐกิจ,#f7c036,11.0,กรุงเทพมหานคร
BKK,BKK_27,BKK_27_6,668,0.78155,7,184.0,นายกิตติคุณ เตชะพกาพงษ์,6,184.0,184.0,ปวงชนไทย,#283a96,23.0,กรุงเทพมหานคร
BKK,BKK_27,BKK_27_8,497,0.58148,8,227.0,นายเบสท์ วงศ์ไพโรจน์กุล,8,227.0,227.0,ไทยสร้างไทย,#003dff,48.0,กรุงเทพมหานคร
BKK,BKK_27,BKK_27_10,467,0.54638,9,133.0,นายสามารถ คุ้มทรงธรรม,10,133.0,133.0,ไทยก้าวใหม่,#f4ec53,49.0,กรุงเทพมหานคร
BKK,BKK_27,BKK_27_4,364,0.42588,10,218.0,นายมณูเทพย์ ทองปน,4,218.0,218.0,กล้าธรรม,#55CF6A,42.0,กรุงเทพมหานคร
BKK,BKK_27,BKK_27_3,293,0.34281,11,241.0,นายอัศวิน คูร์พิพัฒน์,3,241.0,241.0,โอกาสใหม่,#c21b06,44.0,กรุงเทพมหานคร
BKK,BKK_27,BKK_27_12,163,0.19071,12,258.0,นางสาวสิริพรโชค พฤทธเมธวิสุทธิ์,12,258.0,258.0,เพื่อบ้านเมือง,#ffff00,56.0,กรุงเทพมหานคร
BKK,BKK_28,BKK_28_3,37355,52.4671,1,129.0,นางสาวชลณัฏฐ์ โกยกุล,3,129.0,129.0,ประชาชน,#fd6512,46.0,กรุงเทพมหานคร
BKK,BKK_28,BKK_28_1,10169,14.28291,2,63.0,นางสาวมัญดา อัฐจินดา,1,63.0,63.0,ภูมิใจไทย,#0c149c,37.0,กรุงเทพมหานคร
BKK,BKK_28,BKK_28_2,9574,13.4472,3,34.0,นายสุวัฒน์ ม่วงศิริ,2,34.0,34.0,เพื่อไทย,#da3731,9.0,กรุงเทพมหานคร
BKK,BKK_28,BKK_28_10,5914,8.30653,4,1.0,นายพร้อมพล ธรรมจินดา,10,1.0,1.0,ประชาธิปัตย์,#06aff3,27.0,กรุงเทพมหานคร
BKK,BKK_28,BKK_28_4,1717,2.41162,5,173.0,นางสาวธัญญ์ภรณ์ สุจารีรัตน์,4,173.0,173.0,เศรษฐกิจ,#f7c036,11.0,กรุงเทพมหานคร
BKK,BKK_28,BKK_28_7,1485,2.08576,6,133.0,นางสาวทิพย์รัมภา วิธูชุลีโชติ,7,133.0,133.0,ไทยก้าวใหม่,#f4ec53,49.0,กรุงเทพมหานคร
BKK,BKK_28,BKK_28_5,1411,1.98183,7,229.0,นายจักรทิพย์ วงษ์งามสวย,5,229.0,229.0,รวมไทยสร้างชาติ,#020C54,6.0,กรุงเทพมหานคร
BKK,BKK_28,BKK_28_9,1226,1.72198,8,91.0,นายปิ่น แจ้งชะไว,9,91.0,91.0,รักชาติ,#00695a,35.0,กรุงเทพมหานคร
BKK,BKK_28,BKK_28_6,809,1.13628,9,218.0,นางสาวนัจภัค กรเกษม,6,218.0,218.0,กล้าธรรม,#55CF6A,42.0,กรุงเทพมหานคร
BKK,BKK_28,BKK_28_8,645,0.90594,10,227.0,นางสาวณฤษร พฤฒิวโรดม,8,227.0,227.0,ไทยสร้างไทย,#003dff,48.0,กรุงเทพมหานคร
BKK,BKK_28,BKK_28_11,529,0.74301,11,241.0,นายรวินท์ ชอบใช้,11,241.0,241.0,โอกาสใหม่,#c21b06,44.0,กรุงเทพมหานคร
